,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,name,attack,defense,hp,capture_rate,sp_attack,sp_defense,speed,base_total,classification,type1,type2,height_m,weight_kg,percentage_male,generation,is_legendary
181,"['Chlorophyll', 'Healer']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Bellossom,80,95,75,45,90,100,50,490,Flower Pokémon,grass,none,0.4,5.8,50.0,2,0
182,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Marill,20,50,70,190,20,50,40,250,Aquamouse Pokémon,water,fairy,0.4,8.5,50.0,2,0
183,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Azumarill,50,80,100,75,60,80,50,420,Aquarabbit Pokémon,water,fairy,0.8,28.5,50.0,2,0
184,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Sudowoodo,100,115,70,65,30,65,30,410,Imitation Pokémon,rock,none,1.2,38.0,50.0,2,0
185,"['Water Absorb', 'Damp', 'Drizzle']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Politoed,75,75,90,45,90,100,70,500,Frog Pokémon,water,none,1.1,33.9,50.0,2,0
186,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Hoppip,35,40,35,255,35,55,50,250,Cottonweed Pokémon,grass,flying,0.4,0.5,50.0,2,0
187,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Skiploom,45,50,55,120,45,65,80,340,Cottonweed Pokémon,grass,flying,0.6,1.0,50.0,2,0
188,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Jumpluff,55,70,75,45,55,95,110,460,Cottonweed Pokémon,grass,flying,0.8,3.0,50.0,2,0
189,"['Run Away', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Aipom,70,55,55,45,40,55,85,360,Long Tail Pokémon,normal,none,0.8,11.5,50.0,2,0
190,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Sunkern,30,30,30,235,30,30,30,180,Seed Pokémon,grass,none,0.3,1.8,50.0,2,0
191,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Sunflora,75,55,75,120,105,85,30,425,Sun Pokémon,grass,none,0.8,8.5,50.0,2,0
192,"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Yanma,65,45,65,75,75,45,95,390,Clear Wing Pokémon,bug,flying,1.2,38.0,50.0,2,0
193,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Wooper,45,45,55,255,25,25,15,210,Water Fish Pokémon,water,ground,0.4,8.5,50.0,2,0
194,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Quagsire,85,85,95,90,65,65,35,430,Water Fish Pokémon,water,ground,1.4,75.0,50.0,2,0
195,"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Espeon,65,60,65,45,130,95,110,525,Sun Pokémon,psychic,none,0.9,26.5,88.1,2,0
196,"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Umbreon,65,110,95,45,60,130,65,525,Moonlight Pokémon,dark,none,1.0,27.0,88.1,2,0
197,"['Insomnia', 'Super Luck', 'Prankster']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Murkrow,85,42,60,30,85,42,91,405,Darkness Pokémon,dark,flying,0.5,2.1,50.0,2,0
198,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,Slowking,75,80,95,70,100,110,30,490,Royal Pokémon,water,psychic,2.0,79.5,50.0,2,0
199,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Misdreavus,60,60,60,45,85,85,85,435,Screech Pokémon,ghost,none,0.7,1.0,50.0,2,0
200,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Unown,72,48,48,225,72,48,48,336,Symbol Pokémon,psychic,none,0.5,5.0,genderless,2,0
201,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Wobbuffet,33,58,190,45,33,58,33,405,Patient Pokémon,psychic,none,1.3,28.5,50.0,2,0
202,"['Inner Focus', 'Early Bird', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Girafarig,80,65,70,60,90,65,85,455,Long Neck Pokémon,normal,psychic,1.5,41.5,50.0,2,0
203,"['Sturdy', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Pineco,65,90,50,190,35,35,15,290,Bagworm Pokémon,bug,none,0.6,7.2,50.0,2,0
204,"['Sturdy', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Forretress,90,140,75,75,60,60,40,465,Bagworm Pokémon,bug,steel,1.2,125.8,50.0,2,0
205,"['Serene Grace', 'Run Away', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dunsparce,70,70,100,190,65,65,45,415,Land Snake Pokémon,normal,none,1.5,14.0,50.0,2,0
206,"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,Gligar,75,105,65,60,35,65,85,430,Flyscorpion Pokémon,ground,flying,1.1,64.8,50.0,2,0
207,"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,Steelix,125,230,75,25,55,95,30,610,Iron Snake Pokémon,steel,ground,9.2,400.0,50.0,2,0
208,"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Snubbull,80,50,60,190,40,40,30,300,Fairy Pokémon,fairy,none,0.6,7.8,24.6,2,0
209,"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Granbull,120,75,90,75,60,60,45,450,Fairy Pokémon,fairy,none,1.4,48.7,24.6,2,0
210,"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,Qwilfish,95,85,65,45,55,55,85,440,Balloon Pokémon,water,poison,0.5,3.9,50.0,2,0
211,"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Scizor,150,140,70,25,65,100,75,600,Pincer Pokémon,bug,steel,1.8,118.0,50.0,2,0
212,"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Shuckle,10,230,20,190,10,230,5,505,Mold Pokémon,bug,rock,0.6,20.5,50.0,2,0
213,"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Heracross,185,115,80,45,40,105,75,600,Singlehorn Pokémon,bug,fighting,1.5,54.0,50.0,2,0
214,"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,Sneasel,95,55,55,60,35,75,115,430,Sharp Claw Pokémon,dark,ice,0.9,28.0,50.0,2,0
215,"['Pickup', 'Quick Feet', 'Honey Gather']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Teddiursa,80,50,60,120,50,50,40,330,Little Bear Pokémon,normal,none,0.6,8.8,50.0,2,0
216,"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Ursaring,130,75,90,60,75,75,55,500,Hibernator Pokémon,normal,none,1.8,125.8,50.0,2,0
217,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Slugma,40,40,40,190,70,40,20,250,Lava Pokémon,fire,none,0.7,35.0,50.0,2,0
218,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,Magcargo,50,120,60,75,90,80,30,430,Lava Pokémon,fire,rock,0.8,55.0,50.0,2,0
219,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,Swinub,50,40,50,225,30,30,50,250,Pig Pokémon,ice,ground,0.4,6.5,50.0,2,0
220,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,Piloswine,100,80,100,75,60,60,50,450,Swine Pokémon,ice,ground,1.1,55.8,50.0,2,0
221,"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Corsola,55,95,65,60,65,95,35,410,Coral Pokémon,water,rock,0.6,5.0,24.6,2,0
222,"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Remoraid,65,35,35,190,65,35,65,300,Jet Pokémon,water,none,0.6,12.0,50.0,2,0
223,"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Octillery,105,75,75,75,105,75,45,480,Jet Pokémon,water,none,0.9,28.5,50.0,2,0
224,"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,Delibird,55,45,45,45,65,45,75,330,Delivery Pokémon,ice,flying,0.9,16.0,50.0,2,0
225,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Mantine,40,70,85,25,80,140,70,485,Kite Pokémon,water,flying,2.1,220.0,50.0,2,0
226,"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,Skarmory,80,140,65,25,40,70,70,465,Armor Bird Pokémon,steel,flying,1.7,50.5,50.0,2,0
227,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,Houndour,60,30,45,120,80,50,65,330,Dark Pokémon,dark,fire,0.6,10.8,50.0,2,0
228,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,Houndoom,90,90,75,45,140,90,115,600,Dark Pokémon,dark,fire,1.4,35.0,50.0,2,0
229,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,Kingdra,95,95,75,45,95,95,85,540,Dragon Pokémon,water,dragon,1.8,152.0,50.0,2,0
230,"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Phanpy,60,60,90,120,40,40,40,330,Long Nose Pokémon,ground,none,0.5,33.5,50.0,2,0
231,"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Donphan,120,120,90,60,60,60,50,500,Armor Pokémon,ground,none,1.1,120.0,50.0,2,0
232,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Porygon2,80,90,85,45,105,95,60,515,Virtual Pokémon,normal,none,0.6,32.5,genderless,2,0
233,"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Stantler,95,62,73,45,85,65,85,465,Big Horn Pokémon,normal,none,1.4,71.2,50.0,2,0
234,"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Smeargle,20,35,55,45,20,45,75,250,Painter Pokémon,normal,none,1.2,58.0,50.0,2,0
235,"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Tyrogue,35,35,35,75,35,35,35,210,Scuffle Pokémon,fighting,none,0.7,21.0,100.0,2,0
236,"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Hitmontop,95,95,50,45,35,110,70,455,Handstand Pokémon,fighting,none,1.4,48.0,100.0,2,0
237,"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,Smoochum,30,15,45,45,85,65,65,305,Kiss Pokémon,ice,psychic,0.4,6.0,0.0,2,0
238,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Elekid,63,37,45,45,65,55,95,360,Electric Pokémon,electric,none,0.6,23.5,75.4,2,0
239,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Magby,75,37,45,45,70,55,83,365,Live Coal Pokémon,fire,none,0.7,21.4,75.4,2,0
240,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Miltank,80,105,95,45,40,70,100,490,Milk Cow Pokémon,normal,none,1.2,75.5,0.0,2,0
241,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Blissey,10,10,255,30,75,135,55,540,Happiness Pokémon,normal,none,1.5,46.8,0.0,2,0
242,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Raikou,85,75,90,3,115,100,115,580,Thunder Pokémon,electric,none,1.9,178.0,genderless,2,1
243,"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Entei,115,85,115,3,90,75,100,580,Volcano Pokémon,fire,none,2.1,198.0,genderless,2,1
244,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Suicune,75,115,100,3,90,115,85,580,Aurora Pokémon,water,none,2.0,187.0,genderless,2,1
245,"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Larvitar,64,50,50,45,45,50,41,300,Rock Skin Pokémon,rock,ground,0.6,72.0,50.0,2,0
246,['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Pupitar,84,70,70,45,65,70,51,410,Hard Shell Pokémon,rock,ground,1.2,152.0,50.0,2,0
247,"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,Tyranitar,164,150,100,45,95,120,71,700,Armor Pokémon,rock,dark,2.0,202.0,50.0,2,0
248,"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Lugia,90,130,106,3,90,154,110,680,Diving Pokémon,psychic,flying,5.2,216.0,genderless,2,1
249,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,Ho-Oh,130,90,106,3,110,154,90,680,Rainbow Pokémon,fire,flying,3.8,199.0,genderless,2,1
250,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,Celebi,100,100,100,45,100,100,100,600,Time Travel Pokémon,psychic,grass,0.6,5.0,genderless,2,1
251,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Treecko,45,35,40,45,65,55,70,310,Wood Gecko Pokémon,grass,none,0.5,5.0,88.1,3,0
252,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Grovyle,65,45,50,45,85,65,95,405,Wood Gecko Pokémon,grass,none,0.9,21.6,88.1,3,0
253,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Sceptile,110,75,70,45,145,85,145,630,Forest Pokémon,grass,none,1.7,52.2,88.1,3,0
254,"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Torchic,60,40,45,45,70,50,45,310,Chick Pokémon,fire,none,0.4,2.5,88.1,3,0
255,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Combusken,85,60,60,45,85,60,55,405,Young Fowl Pokémon,fire,fighting,0.9,19.5,88.1,3,0
256,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Blaziken,160,80,80,45,130,80,100,630,Blaze Pokémon,fire,fighting,1.9,52.0,88.1,3,0
257,"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Mudkip,70,50,50,45,50,50,40,310,Mud Fish Pokémon,water,none,0.4,7.6,88.1,3,0
258,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Marshtomp,85,70,70,45,60,70,50,405,Mud Fish Pokémon,water,ground,0.7,28.0,88.1,3,0
259,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Swampert,150,110,100,45,95,110,70,635,Mud Fish Pokémon,water,ground,1.5,81.9,88.1,3,0
260,"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Poochyena,55,35,35,255,30,30,35,220,Bite Pokémon,dark,none,0.5,13.6,50.0,3,0
261,"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Mightyena,90,70,70,127,60,60,70,420,Bite Pokémon,dark,none,1.0,37.0,50.0,3,0
262,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Zigzagoon,30,41,38,255,30,41,60,240,Tiny Racoon Pokémon,normal,none,0.4,17.5,50.0,3,0
263,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Linoone,70,61,78,90,50,61,100,420,Rush Pokémon,normal,none,0.5,32.5,50.0,3,0
264,"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Wurmple,45,35,45,255,20,30,20,195,Worm Pokémon,bug,none,0.3,3.6,50.0,3,0
265,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Silcoon,35,55,50,120,25,25,15,205,Cocoon Pokémon,bug,none,0.6,10.0,50.0,3,0
266,"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Beautifly,70,50,60,45,100,50,65,395,Butterfly Pokémon,bug,flying,1.0,28.4,50.0,3,0
267,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Cascoon,35,55,50,120,25,25,15,205,Cocoon Pokémon,bug,none,0.7,11.5,50.0,3,0
268,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Dustox,50,70,60,45,50,90,65,385,Poison Moth Pokémon,bug,poison,1.2,31.6,50.0,3,0
269,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,Lotad,30,30,40,255,40,50,30,220,Water Weed Pokémon,water,grass,0.5,2.6,50.0,3,0
270,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,Lombre,50,50,60,120,60,70,50,340,Jolly Pokémon,water,grass,1.2,32.5,50.0,3,0
271,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,Ludicolo,70,70,80,45,90,100,70,480,Carefree Pokémon,water,grass,1.5,55.0,50.0,3,0
272,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Seedot,40,50,40,255,30,30,30,220,Acorn Pokémon,grass,none,0.5,4.0,50.0,3,0
